id,displayName,mail
384b8203-cb16-4d39-abe9-40e036b93029,2_SCIENCE 6_JESTER_RMS_S1_22-23,Section_2023_371_211229-483067@lwsd.org
384bc733-8b3c-4df4-8e5e-862018560eab,1_CHILD DEVELOPMENT II_BUMGARNER_EMHS_N3_23-24,Section_2024_480_811326-523873@lwsd.org
384beac8-dda1-4758-a48a-182c8e46c4ee,7_DRAMA 2_WOLD_EHS_S2_22-23,Section_2023_486_292986-472177@lwsd.org
38518da3-28a0-49a8-8e8c-61024eac2885,1_TEACHER ASST_PIRIE_EHS_S2_22-23,Section_2023_486_353273-517294@lwsd.org
38520623-c1e4-4846-8ff9-37ac64625fff,10_HOMEROOM-HIGH SCHOOL_JOYCE [36]_LWHS_YR_22-23,Section_2023_484_678542-481280@lwsd.org
3853977a-92b3-47cd-82d3-911fd3588b31,RHS Spanish Heritage 1 - Hoffmann,Section_2023_485_732448-475520@lwsd.org
38548145-7d6a-4d1b-aa1e-c7fc462c29c6,5_TEACHER ASSISTANT_ANTHONY_RMS_S1_23-24,Section_2024_371_821629-529184@lwsd.org
3855dc83-5f25-4629-9343-550ba6c53b8d,6th Social Studies-P.4-Porter,Section_2023_372_134154-496811@lwsd.org
385811ae-ccd0-401b-9361-13f3b41a7aff,6_AP CALCULUS AB_TRAVIS_TESLA_S2_22-23,Section_2023_487_315138-487992@lwsd.org
385815b1-7793-424c-b3f1-0915ec1f7cf2,4_MEDIA PRODUCTION_TRAN_IMS_S1_23-24,Section_2024_377_121398-525532@lwsd.org
3861d408-43ba-4fc0-85e2-8c6095eaa1d9,9_ADMINISTRATOR_HERNANDEZ [17]_LWHS_YR_22-23,Section_2023_484_495857-481345@lwsd.org
3862f2c1-753d-4231-a56e-af1f617aed9b,7_ENGLISH 10_KELLER_LWHS_S2_22-23,Section_2023_484_217176-478162@lwsd.org
386491d1-7cf0-46ee-89d6-73856f2588c8,6_SPANISH 1_MOLINA_EHS_S2_22-23,Section_2023_486_686229-472789@lwsd.org
386684a8-d38e-499b-868e-5040f2ba569f,US History 2- Mullin,Section_2024_484_945885-507750@lwsd.org
3866e90c-2f10-479f-ae10-25215f8aa712,THO-WILLIAMS-SANDBOX,GR-CT-mawilliams-SB@lwsd.org
3869fc77-9119-41b8-9da5-e17d18490c48,Grade 2_RASOR_BELL_22-23,Section_2023_107_876567-RAS@lwsd.org
386a0a29-9efc-4c3a-b4d2-c20b55737f07,6_SPANISH 3_GUTIERREZ_RHS_S1_22-23,Section_2023_485_255249-475494@lwsd.org
386f6777-567d-4fd8-9bd9-f26c2181f560,mheadrick Sandbox,GR-CT-mheadrick-SB@lwsd.org
38703dd1-a289-4f35-97bf-8db5d298b778,5 Psychology Williams RHS S1 23-24,Section_2024_485_299814-504733@lwsd.org
38705cf7-64a4-4ff7-a16c-2205e2264101,PE 4_5_CARDENAS-GOM_EXPLR_23-24,Section_2024_145_ELM490-517151@lwsd.org
38742a34-4519-4fe2-a873-fd9d15ccc9f9,6_COUNSELING ASSISTANT_CHOW_JHS_S2_22-23,Section_2023_482_926488-477784@lwsd.org
38779ddb-b997-43ae-ade0-8ed2bd7fb476,4_ENGLISH 7 QUEST_FALK_RMS_S2_22-23,Section_2023_371_512837-483400@lwsd.org
3884f57e-8fb2-4dd5-9533-26f2108fa5b0,2_SPORTS_FITNESS 7_LEELAND_IMS_S1_23-24,Section_2024_377_438515-511721@lwsd.org
3886b53b-b717-486d-93c6-742165d40b0d,mwarren Sandbox,GR-CT-mwarren-SB@lwsd.org
38885c27-d74d-49ae-8a23-c2c132ae8af1,2_CONCEPTS OF ENGLISH 12_GARDNER_EMHS_N2_23-24,Section_2024_480_676372-524311@lwsd.org
38886eda-4422-4dee-9c31-87b39f0cbfbc,4_HEIN_THO_22-23,Section_2023_102_337988-HEI@lwsd.org
3888afbd-6a63-459e-9831-7ac7d53f125a,2_SCIENCE 6_COLEMAN_FHMS_S2_22-23,Section_2023_363_637782-485753@lwsd.org
3888f4df-3808-497d-8fe8-c59c48ae2600,5_SOCIAL STUDIES 6 QUEST_KERNISH_RMS_S2_22-23,Section_2023_371_737184-483803@lwsd.org
388d8adb-2ad0-4a56-b7d8-13361675b488,4_WORLD POST CLASS_PRESENT_PRINCE_LWHS_S2_22-23,Section_2023_484_848232-497564@lwsd.org
38910f12-f8bb-495d-aec5-3bd3e18954c7,5_RUNNING START PART TIME_MCGINNIS [05]_LWHS_S1_22-23,Section_2023_484_772312-481396@lwsd.org
38982e3e-5da6-4c77-8a8e-7d18f998101a,2_TEACHER ASSISTANT_CHRISTIANSEN_ICS_S1_22-23,Section_2023_479_213789-499304@lwsd.org
3898b513-9d6e-4de7-b8e1-5ead6fbed5b9,7_TEACHER ASSISTANT_LISHNER_JHS_S1_23-24,Section_2024_482_366959-528773@lwsd.org
389b0bd1-65e0-48a7-8c12-84a6e9658caa,Grade 2_HELLING_SMITH_23-24,Section_2024_156_346298-HEL@lwsd.org
38a3a13f-2a13-45d8-9e56-e847e670c8f7,5_STUDY HALL_GARDNER [W75]_EMHS_N7_22-23,Section_2023_480_676372-491166@lwsd.org
38a54192-8f38-42a2-b7b0-4ba2af399fab,Project Cascara,GR-RHMS-TSA-SCA@lwsd.org
38a79922-5469-4d79-8371-d724f3064f09,nrollofson Sandbox,GR-CT-nrollofson-SB@lwsd.org
38ab655a-31f7-4a73-b2e5-08414dcf6156,6_WIND ENSEMBLE-BAND 3_HUBERMAN_RHS_S1_22-23,Section_2023_485_688219-476039@lwsd.org
38ad42e2-76f1-40e0-837a-757e32a9fb09,1_AP COMPUTER SCIENCE A_WOODCOCK_JHS_S1_23-24,Section_2024_482_586234-509210@lwsd.org
38b13b01-fb41-4e95-8fbe-7da5d537f7f7,MUSIC 4_BAKER_ALCOT_22-23,Section_2023_153_ELM465-842797@lwsd.org
38b2e290-3d85-4746-8fb2-ed18b500c205,3_AP BIOLOGY_WILLIAMSON_JHS_S2_22-23,Section_2023_482_678422-479623@lwsd.org
38b445d1-91dd-43ac-91b2-b52c4ac76cd8,nrons Sandbox,GR-CT-nrons-SB@lwsd.org
38b7f074-b0d9-43f6-bd25-a8c2b505cd64,6_TEACHER ASSISTANT _AHMADI_IMS_S2_22-23,Section_2023_377_486227-517765@lwsd.org
38bdb052-889a-42c2-8d2e-0cda121bb5d1,1_ENGLISH 7_CUNNINGTON_IMS_S1_23-24,Section_2024_377_947575-511526@lwsd.org
38bf937e-1253-40c2-aa66-61d73a703004,SAFETY NET MATH_KREIDEL-REIM_AUDUB_22-23,Section_2023_119_ELM855-KRE@lwsd.org
38c5217d-565e-4e8c-a6ff-3a3588434940,2_TEACHER ASSISTANT_CHRISTIANSEN_ICS_S2_22-23,Section_2023_479_213789-499313@lwsd.org
38c6ebe0-b92c-4af3-af13-d50333131931,10_EAGLE TIME_GIBSON [H10]_EMS_S1_23-24,Section_2024_374_769454-512514@lwsd.org
38c78b42-b337-4b29-8e44-02577861a53e,IMS-6th SS Pd. 6-Morgan,Section_2023_377_792318-481819@lwsd.org
38c86ef4-f589-4e63-a296-6a01e0bd7637,6_ACADEMIC SUPPORT MATH_MAYS_RHMS_22-23,Section_2023_369_751785-497666@lwsd.org
38c9c8d2-619b-4d8a-a646-873f96af1d5f,3_ALGEBRA 3_TRIGONOMETRY_MACHADO_JHS_S1_22-23,Section_2023_482_287775-479101@lwsd.org
38d0f25e-256a-4701-a6b6-bc3c873d37ca,1_SS 6 QUEST_SKALISKY_KAMS_S1_22-23,Section_2023_367_862798-485025@lwsd.org
38d65fd9-60ac-4058-aee6-1b55366671b8,6_TEACHER ASSISTANT_PARKER_JHS_S1_23-24,Section_2024_482_795113-528551@lwsd.org
38d87f83-54d6-4219-ae4c-2b3818a3c31e,2_ENGLISH 10_MONAGHAN_EMHS_N3_22-23,Section_2023_480_613573-490403@lwsd.org
38d8fe9a-8f2f-4244-ada3-6f9357c9e7ac,2_SOCIAL SKILLS_ORGANIZATION_LOBO_EHS_S2_22-23,Section_2023_486_861565-472231@lwsd.org
38db3627-8e26-4315-ada4-a77fa20b2a4e,1st Period Language Arts- Olson,Section_2024_377_338978-511556@lwsd.org
38dffd92-d453-4963-9be6-6a1a34dd464e,1_MS ML ENTERING_HUMBLE_EAS_YR_23-24,Section_2024_360_156747-527507@lwsd.org
38e00be9-d103-4eca-b699-d8f9344fc585,3_WIND ENSEMBLE HONORS_DAHLBERG_EHS_S2_22-23,Section_2023_486_199579-473029@lwsd.org
38e0f574-ec5c-4c17-bb3c-d8c15662b49a,5_FORENSIC SCIENCE_MAARSCHALKER_EHS_S2_22-23,Section_2023_486_751385-473435@lwsd.org
38e59b31-2d31-4a47-b9cb-cb9163f44543,4_WORLD HISTORY 1 HONORS_FLANAGAN_RHS_S2_22-23,Section_2023_485_536647-491481@lwsd.org
38e60082-0721-4d73-892e-c4d3cf27a832,3_CAMBRIDGE PHYSICS_PIKE_JHS_S1_23-24,Section_2024_482_381681-510081@lwsd.org
38edf3e4-31eb-47e3-a507-f3c1ccc6efd9,4_TEACHER ASSISTANT_BAWA_EHS_S2_22-23,Section_2023_486_776882-474362@lwsd.org
38f0e335-537c-4bde-b188-1daaa36897e3,3_ENGLISH 12_BREWE_JHS_S2_22-23,Section_2023_482_626827-478828@lwsd.org
38f0ef6f-b7cb-40d5-ad88-0180ae6ddfc1,6_TEACHER ASSISTANT_LISHNER_JHS_S1_22-23,Section_2023_482_366959-500269@lwsd.org
38f18627-7558-471b-8c95-c793b4eea75a,RHarewood Sandbox,GR-CT-RHarewood-SB@lwsd.org
38f55ba2-98ad-400b-b968-062fd099434e,STEM-APCS A P2-Thompson,Section_2023_487_114188-487459@lwsd.org
38f5c78b-9d61-41b3-b25d-73e4f8b62164,jsnowden Sandbox,GR-CT-jsnowden-SB@lwsd.org
38f6603a-05b3-4498-b3c7-0385bdb21045,mleffler Sandbox,GR-CT-mleffler-SB@lwsd.org
38f74597-41f6-4387-bbf9-c408c9c36e6c,2_TEACHER ASSISTANT_PALMER_EMS_S1_22-23,Section_2023_374_779698-482576@lwsd.org
38f78db7-da28-4d77-97bd-01ea5396ba4d,2_SOCIAL STUDIES 6_COMPTON_EMS_S2_22-23,Section_2023_374_165964-482410@lwsd.org
38f7aeb2-78dd-4080-8d00-9606db44e552,Geometry 4th Period,Section_2024_484_891439-507329@lwsd.org
38f93dfa-8e39-47d1-be48-d9115f776fc8,7_US HISTORY_YADAV_RHS_S2_22-23,Section_2023_485_125461-476947@lwsd.org
38fdbf1a-8d86-4cf1-82a8-de0d26db00a3,1_TEACHER ASSISTANT_LAMY_LWHS_S1_22-23,Section_2023_484_927174-480380@lwsd.org
38ff9c22-14d0-45ab-b907-a73cbafe978c,6_ENGLISH 12_PETERS_RHS_S1_22-23,Section_2023_485_582896-475205@lwsd.org
3900826a-8d9b-45c1-9c91-70352e232943,MUSIC 3_WARREN_REDES_22-23,Section_2023_123_ELM365-852965@lwsd.org
39014afc-14ce-43f3-a532-7305a6bd257c,5_TEACHER ASSISTANT _JANSKA_IMS_S2_22-23,Section_2023_377_263424-519528@lwsd.org
390382c1-f137-436a-883d-f8d10216a6b7,10_HOMEROOM_FABIAN_RHS_YR_22-23,Section_2023_485_919246-474878@lwsd.org
3905ac42-8dd7-4050-81a6-f49b09d45ec3,3_WORLD TO PCLASS_BREYSSE_JHS_S1_22-23,Section_2023_482_921388-499410@lwsd.org
390c8f61-83e7-4911-ac65-091ee62e6fec,Grade 1_HOWELL_ALCOT_23-24,Section_2024_153_151825-HOW@lwsd.org
39105e00-d855-4e90-9585-f80b73c6944f,EAGLE TIME - POTTER - EMS,Section_2023_374_177532-482695@lwsd.org
39125ca1-ac84-40ea-a603-ef71d8e0e566,SPECIALISTS_JOSEFOWITZ [BEL]_MCAUL_22-23,Section_2023_157_ELM901-BEL@lwsd.org
391468c0-333a-47ca-9278-9698ab0c20af,3_AP MACROECONOMICS_WARD_EHS_S2_22-23,Section_2023_486_911769-472139@lwsd.org
3916d469-2894-44e2-8457-aa272e634fb2,PE 1_HAESSLY_BLACK_23-24,Section_2024_154_ELM170-438654@lwsd.org
391813f8-8376-4df7-a9ab-f92fccef54c8,0_ML CO TAUGHT_BENNETT [01]_KIMS_YR_22-23,Section_2023_365_872299-500846@lwsd.org
39202c0d-8e00-447a-908d-4d95439623bd,4 QUEST_BANERJEE_BLACK_23-24,Section_2024_154_713888-BAN@lwsd.org
3922a649-758e-4d47-83c6-326a2b244ddf,Grade 2_GENTRY_ROCKW_22-23,Section_2023_121_598416-GEN@lwsd.org
39241381-2541-4642-8314-812e729a047a,Period 4- SCIENCE 8- Crawford,Section_2024_367_817423-515440@lwsd.org
3927f9f0-87df-439e-8a58-861bee053036,0_ADMINISTRATOR_MARSHALL [MAR]_TMS_YR_22-23,Section_2023_372_695223-516945@lwsd.org
392b6ac9-1ab9-4916-a13f-89a0b614f4bc,IMS Knight Crew,GR-IMS-KnightCrew-SCA@lwsd.org
393789fd-3d82-4d6d-8cf4-c0f0f546fd78,MROUSE Sandbox,GR-CT-MROUSE-SB@lwsd.org
3939ec66-7cd3-4a4b-87a0-bd6c8e2bcb3e,4_ADVANCED PE_BARASHKOFF_RHS_S1_22-23,Section_2023_485_721943-476113@lwsd.org
393a513c-67b5-4833-b099-b6709383f9d4,LIBRARY 4_LUSCHER_LAKEV_22-23,Section_2023_110_ELM460-453974@lwsd.org
393b758a-aeb9-4941-9373-17be33c0b3dd,MULTILINGUAL LEARNERS_ROBERTS_EINST_23-24,Section_2024_124_ELM875-ROB@lwsd.org
393d88d7-d9a0-4ba5-888a-03dc57749085,Grade K_RUSSO_CARS_23-24,Section_2024_152_716932-RUS@lwsd.org
393d9eca-c67a-47f8-944d-265af7b7bffa,astoddard Sandbox,GR-CT-astoddard-SB@lwsd.org
393fb609-0f2e-4064-a639-ae6328fab8e0,LIBRARY 3_RENDON-WEISB_KELLE_22-23,Section_2023_104_ELM360-679298@lwsd.org
394398fb-9117-4ef5-b9d2-62ba0cbb465b,Eagle Time EMS Madden 23_24,Section_2024_374_515835-512530@lwsd.org
39451b3b-7a9f-4b4b-9a32-e41b4fd230ee,2_US HISTORY 1_KOSANKE_IMS_S1_22-23,Section_2023_377_872368-498390@lwsd.org
39459e3e-9aef-467b-a82f-8a81ccc406d7,2_OFFICE ASSISTANT_CLAPP_JHS_S2_22-23,Section_2023_482_228248-477800@lwsd.org
39507183-5d0b-4d75-b9d3-fd2c95f6892b,6_FRENCH 1_LAMAAZI_EHS_S1_23-24,Section_2024_486_782712-501856@lwsd.org
395170ed-b658-41df-96d4-d36d000c6897,3_CAREER CHOICES_BUMGARNER_EMHS_N5_22-23,Section_2023_480_811326-499437@lwsd.org
3952f914-7781-4f82-9b97-182b8d4d2c30,1_SPANISH 2_SANCHEZ_JHS_S1_23-24,Section_2024_482_541496-509609@lwsd.org
3954ea4a-928d-41c7-9dff-eac6d18cb7c4,6th Period-ENGLISH 8 BLACKBURN EMS 23-24,Section_2024_374_479538-512126@lwsd.org
3956304f-f353-4d2d-8e0f-b0864d1a6086,kaellis Sandbox,GR-CT-kaellis-SB@lwsd.org
39578b75-ad1e-4edb-a754-dac8c7ed0f7d,7_CAREER CENTER ASSISTANT_CONROY_LWHS_S1_22-23,Section_2023_484_244247-477475@lwsd.org
39586ae4-a586-4f9b-a67e-c7db660ebedb,6_CERAMICS_POTTERY 1_ARTZ_JHS_S1_23-24,Section_2024_482_766213-509113@lwsd.org
395928be-b458-4e68-bb3b-175a46559658,7_WORLD POST CLASS_PRESENT_GAMACHE_LWHS_S2_22-23,Section_2023_484_648416-497559@lwsd.org
395abcf9-694e-487a-91aa-a88b56fd8a79,SAFETY NET ELA_PALMER_MUIR_23-24,Section_2024_126_ELM850-PAL@lwsd.org
39622c5f-258c-43f0-bf99-b708b1215c05,Ms. Blyton's 4th Grade,Section_2024_152_543641-BLY@lwsd.org
39639b93-1038-432d-bf0a-8d1cc87396c3,1_FITNESS 7 8_BOND_KIMS_S1_22-23,Section_2023_365_194589-495126@lwsd.org
3964ceff-b50f-41c4-a91e-3ceb4bcf4bec,1_ML ADVANCED_MADDEX_LWHS_S2_22-23,Section_2023_484_856711-478045@lwsd.org
3965deb1-bc4b-40d2-a5c5-80e779d5dcb1,3_ENGLISH 10 HONORS_ANDERSON_LWHS_S1_23-24,Section_2024_484_586613-507081@lwsd.org
39667b73-7162-4482-90a4-8d098e3c2abf,kamoore Sandbox,GR-CT-kamoore-SB@lwsd.org
396bb997-292a-4266-9000-4de824a0bc3c,4_FOODS FOUNDATIONS_MURILLO_RMS_S1_23-24,Section_2024_371_585363-514515@lwsd.org
396be546-af2f-4ef7-87d4-99a56df45db3,Semester 1 Washington State History - LWHS - Monaghan,Section_2023_484_613573-478764@lwsd.org
396d2566-a938-44ba-961a-7d1947f11a1d,3 SPANISH 1 MEDEROS EMS 22-23,Section_2023_374_989123-495901@lwsd.org
3971bf25-838e-43cc-bb66-6de5b0acea71,PE 1_CHESTER_BLACK_22-23,Section_2023_154_ELM170-971388@lwsd.org
3974a974-0ab3-42fa-8e0f-be9b25ed894f,SAFETY NET ELA_CAREY_EINST_23-24,Section_2024_124_ELM850-CAR@lwsd.org
3977e53d-febb-4266-b2f3-40840b314cc2,SPECIALISTS_STULL [STU]_KIRK_23-24,Section_2024_109_ELM901-STU@lwsd.org
39793129-b4ae-4f56-b6b9-9925d73bddea,3_GEOMETRY_FRIEDMAN_JHS_S2_22-23,Section_2023_482_217726-479128@lwsd.org
397e52c9-62fa-4833-8bb2-9567da1f5e6f,MUSIC 3_MELERSKI_DISCV_22-23,Section_2023_113_ELM365-273997@lwsd.org
397ff5e2-a39f-4eb2-ae8b-99d2e3bbab3d,Homeroom - 12th Grade - Womble,Section_2024_485_872476-504988@lwsd.org
398788b8-c52c-418a-a5d9-ccd37edece64,5_TEACHER ASSISTANT_JOHNSON_EHS_S1_23-24,Section_2024_486_266376-502749@lwsd.org
398b5a9c-b911-4360-9ddd-7a52b7cfb499,LIBRARY 2_TRIPLETT_JUANE_23-24,Section_2024_103_ELM260-288188@lwsd.org
398c3ecd-9273-4d8d-a9d3-38b9a470583b,2_SCIENCE 7_DOYLE_IMS_S1_22-23,Section_2023_377_863571-481545@lwsd.org
39912eb2-f4d9-4cbb-81ed-fc31fe70643a,5_SOCIAL SKILLS_ORGANIZATION_WANG_KIMS_S2_22-23,Section_2023_365_997894-499150@lwsd.org
39926b5a-500f-4558-aba7-f1299950864c,6_US HISTORY 2_WA STATE HISTORY_JONES_IMS_S1_22-23,Section_2023_377_138151-481862@lwsd.org
3996e3ab-c0e4-4532-a412-1be9d1f26443,4_PHYSICS_NELSON_RHS_S1_23-24,Section_2024_485_292415-505906@lwsd.org
399e3460-a054-4fbd-97b7-1b23d060d196,EHS: Period 6-7 Honors 10 Block  MARTIN 23-24,Section_2024_486_749728-502563@lwsd.org
399f4475-33e1-41a8-b505-bc7e76bb683f,ncherry Sandbox,GR-CT-ncherry-SB@lwsd.org
399f5926-f850-4a22-87d8-f6838c169f32,STEM - GP P5 - Schaeffer,Section_2023_487_998652-487424@lwsd.org
39a28565-ce76-4fb5-aec8-839177db4e0a,2_CAMBRIDGE ALG 2_MATH ANLY 2_GENGO_JHS_S2_22-23,Section_2023_482_638578-479145@lwsd.org
39a2f844-6d8b-4cc9-a36b-e1adf232b390,READY START_KIRKNESS [PM2]_JUANE_23-24,Section_2024_103_PRE101-PM2@lwsd.org
39a5a7a9-ce08-4014-82f9-acd0264bfcc2,5_TEACHER ASSISTANT_PETERSEN_LWHS_S2_22-23,Section_2023_484_856876-480581@lwsd.org
39a639ed-ce27-4e80-8510-b73413e4c75b,jgallagherjr Sandbox,GR-CT-jgallagherjr-SB@lwsd.org
39a918ba-f460-4255-a100-21189879fbbb,1_AP LANGUAGE_COMPOSITION_JOFFRE_RHS_S1_23-24,Section_2024_485_541125-505194@lwsd.org
39ad7ba3-94f3-4933-bfe1-ed650bbdfabc,Rob Neville-Sandbox,GR-CT-rneville-SB@lwsd.org
39b38d0b-9d3e-4e4a-ab84-6c02a7d2f04f,1_7TH GRADE MATHEMATICS_BORGIANI_RSAR_YR_22-23,Section_2023_378_937563-495152@lwsd.org
39b7a586-edab-44f6-85fe-a0847f6ee94b,kmcnairy Sandbox,GR-CT-kmcnairy-SB@lwsd.org
39b7e764-2004-4913-aab3-5434d4e6bb17,6_ADAPTIVE_REED_RHMS_S2_22-23,Section_2023_369_863246-484519@lwsd.org
39bb1f65-0e14-4ccc-ab0d-df6484444ece,6_WALKING_WELLNESS 2_HANSON_EHS_S2_22-23,Section_2023_486_326644-473122@lwsd.org
39bf6f58-e3e5-48f2-ac01-5045cfafa239,6_ASTRONOMY_HUSE_RHS_S1_23-24,Section_2024_485_691219-505942@lwsd.org
39c4590e-5738-4b6e-ac3e-3c1f93a5f539,5_MATERIAL SCIENCE I_HUNTER_EHS_S1_23-24,Section_2024_486_634235-501215@lwsd.org
39c569a4-d8cb-404a-85d0-c33ef9ebb303,3_ALGEBRA 2 HONORS_DINELLO_RHS_S1_22-23,Section_2023_485_568677-475700@lwsd.org
39c6bed9-7bbb-49a1-b551-5e47b73b6e69,Grade K_CAMERA_MUIR_22-23,Section_2023_126_346774-CAM@lwsd.org
39c75082-0b88-44ea-b507-ccd41a1cd036,SPECIALISTS_BILANKO [01]_BAKER_23-24,Section_2024_131_ELM900-01@lwsd.org
39cd9c6c-4adb-425e-9886-0246d017bdaa,6_CHEMISTRY_SCHNIERER_RHS_S2_22-23,Section_2023_485_538871-476661@lwsd.org
39cdbd4c-44c9-4237-a76a-0f14e2569afd,Per. 1 Math 6+ Davydova EMS 22-23,Section_2023_374_388518-482322@lwsd.org
39cde068-e454-4312-b4d4-d22e59bac847,ewilcox Sandbox,GR-CT-ewilcox-SB@lwsd.org
39d20313-6083-401f-984d-faa6a757adf7,1_TEACHER ASSISTANT_WOMBLE_RHS_S2_22-23,Section_2023_485_872476-517146@lwsd.org
39d3fd6a-f417-4a12-a4d8-acb0aef6c800,10_ADMINISTRATOR_JUZELER [P5]_JHS_YR_22-23,Section_2023_482_866848-480815@lwsd.org
39d4c033-a599-4069-9e00-a691e5ac2167,SPECIALISTS_EATON [01]_BLACK_23-24,Section_2024_154_ELM900-01@lwsd.org
39d63093-a22a-483a-870d-70a773f6acdb,2_WORK PREP_DWYER_RHS_S1_22-23,Section_2023_485_212137-474221@lwsd.org
39d98fbc-eb51-47df-8014-e8434965e277,1 English Daugherty KiMS,Section_2024_365_722895-515910@lwsd.org
39dbf2c2-6c8c-443f-9feb-fbfb8cb63ac6,2_ALGEBRA 1_NELSON_EMS_S1_23-24,Section_2024_374_514534-512197@lwsd.org
39e5948f-dc27-449a-a052-8e93c6445c25,MULTILINGUAL LEARNERS_GAUBA_EXPLR_22-23,Section_2023_145_ELM875-GAU@lwsd.org
39e64068-b22c-41c3-9bd2-4d48f2ee2401,RHS-Homeroom-Bradwisch/DiNello,Section_2023_485_997644-474817@lwsd.org
39eab1ed-a405-4e03-a928-5107df6c8a4c,LWHS - AP CS A  Per 2 - Stave 2022-2023,Section_2023_484_255331-477584@lwsd.org
39ee3683-6baa-48d7-9304-832183d7c198,Per4_AP CALCULUS BC_MARTINEZ_LWHS_S1_23-24,Section_2024_484_542515-507382@lwsd.org
39ef9170-1fb9-4ae9-a7be-882d292d8eca,1_SCIENCE 7_O_CONNOR_EMS_S1_22-23,Section_2023_374_879577-482106@lwsd.org
39efbc66-8065-4491-b9e3-c9e5eb2fe959,mzinter Sandbox,GR-CT-mzinter-SB@lwsd.org
39f36fed-91a4-4d4a-90b8-d858d7804b0a,5_WIND ENSEMBLE_MAGISTRALE_KAMS_S1_23-24,Section_2024_367_336273-515637@lwsd.org
39f83478-2f27-4fe1-9a20-77ffec6397d2,6_ENGLISH 11_WALKER_JHS_S2_22-23,Section_2023_482_672145-478757@lwsd.org
39f84261-d94c-455e-9a4c-4deacb418a5c,LIBRARY 5_LIGGETT_KELLE_22-23,Section_2023_104_ELM560-818566@lwsd.org
39f9dd98-8fcb-44ab-9c0c-16c9fe25e48a,5_SPANISH 2_HOFFMANN_RHS_S1_22-23,Section_2023_485_732448-475453@lwsd.org
39fc7fbd-0938-4fff-a4bb-cf2ea8b256ee,7_PERSONAL FINANCE_KRAUS_LWHS_S2_22-23,Section_2023_484_141798-477622@lwsd.org
39ff101d-dc72-48de-b8e4-1bdff5fe6afa,Grade 2_LOSO_JUANE_23-24,Section_2024_103_267288-LOS@lwsd.org
3a00540e-b1ca-4ee2-8fa4-612ccf129822,LIBRARY 4_DJABOURY_FROST_22-23,Section_2023_125_ELM460-962757@lwsd.org
3a00800d-b1b0-454b-9e73-54781daa92ed,9_SPECIALISTS_SWANGER [04]_LWHS_YR_23-24,Section_2024_484_639891-508998@lwsd.org
3a084b5a-5093-457c-a7f2-c90a61cc1e00,4_BIOLOGY IN THE EARTH SYSTEM_MARGARITO-LO_JHS_S1_22-23,Section_2023_482_655555-479559@lwsd.org
3a087d79-20d1-4db4-8bef-a6a9337512b7,5_AP JAPANESE LANG_CULTURE_TSUKAMAKI_JHS_S2_22-23,Section_2023_482_417854-495503@lwsd.org
3a0b76e8-26f3-4956-b188-a115e5d22fc2,7_ENGLISH 11_FALKNER_JHS_S1_23-24,Section_2024_482_284715-523235@lwsd.org
3a0dc031-e6cc-4d8b-9e89-d719cd358dfa,4_FRENCH 4_MAXWELL_RHS_S1_22-23,Section_2023_485_733222-475398@lwsd.org
3a0f79fe-a3e3-4c86-89d3-526cd7b4173f,SAFETY NET ELA_RENTON_KIRK_22-23,Section_2023_109_ELM850-REN@lwsd.org
3a10a240-90ef-40cc-99f1-b083d299d9f9,4_LA 6_HAUCK_KAMS_S2_22-23,Section_2023_367_341974-484794@lwsd.org
3a11e8f3-10dc-47cf-8fa6-7f8c8f5bd3fe,2_SOCIAL SKILLS_TAYLOR_JHS_S2_22-23,Section_2023_482_599787-478095@lwsd.org
3a138432-6da2-4202-9621-2ff9998f14df,PE 2_KINNEY KREPE_COMM_22-23,Section_2023_111_ELM270-839878@lwsd.org
3a1661be-3021-4260-8452-3483a987290a,RHS - AP ComputerScience A (P1) - Evertt 23-24,Section_2024_485_386965-504636@lwsd.org
3a177f8d-344b-41ec-96d7-d3c53e70bf22,4_MATH 7_HUGH_RHMS_S1_23-24,Section_2024_369_696323-514876@lwsd.org
3a189a22-1223-4a70-a970-f20d73144e2c,1_CERAMICS_POTTERY 1_ARTZ_JHS_S1_23-24,Section_2024_482_766213-509109@lwsd.org
3a1f9c2e-8cc1-402a-a0a9-5c4604549e5d,SPECIALISTS_HOBBS [HOB]_PARKS_23-24,Section_2024_141_ELM901-HOB@lwsd.org
3a207be5-3544-4a8b-8e12-d29264acbe07,FALCON TIME_MORAIS_FHMS_22-23,Section_2023_363_946451-486129@lwsd.org
3a26c902-1946-4152-a320-c15d67a78f78,5_SCIENCE_HEALY_EAS_T4_22-23,Section_2023_360_113534-497209@lwsd.org
3a295241-7d68-4fd8-9561-f58eea10ae72,6_PHOTOGRAPHY 1_RUDOLPH_EMS_S1_22-23,Section_2023_374_447935-495887@lwsd.org
3a2bcb00-3e76-48b2-ac29-ca8ce407fae2,0_C0-TAUGHT_JOHNSON [RJE]_RMS_S2_22-23,Section_2023_371_289843-517987@lwsd.org
3a2edf62-e874-4467-a305-1c102d2954b5,3_TEACHER ASSISTANT_SIMON_EHS_S1_23-24,Section_2024_486_383633-503361@lwsd.org
3a2fa6ea-121b-4c86-b1d5-d9c12bd5d367,6_ENGLISH 11_KELLER_RHS_S2_22-23,Section_2023_485_778368-475185@lwsd.org
3a38fce1-1171-4ea3-8d70-9937284d4f83,jgoodman Sandbox,GR-CT-jgoodman-SB@lwsd.org
